"ID" "chr" "start" "end" "state" "median" "event_scale" "size" "num.marks" "arm.size.perc" "states2"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22p" 11827523 12626642 "4" 1.095 "" 799119 3 0.0532746 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 15784959 18791223 "3" -0.03375 "" 3006264 49 0.0839305578340201 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 18846811 28848559 "2" -0.373125 "focal" 10001748 317 0.279234388249101 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 28814914 32412248 "3" -0.209375 "focal" 3597334 111 0.100432380301692 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 32474676 36388010 "4" 0.33875 "focal" 3913334 29 0.109254644838523 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 36286847 44498233 "3" -0.12625 "focal" 8211386 245 0.229250061727933 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 44668547 50562919 "2" -0.38375 "focal" 5894372 110 0.164562370450908 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "22q" 50568861 50799123 "3" -0.09 "" 230262 17 0.00642858315436607 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 38814 1543711 "4" 0.3725 "" 1504897 13 0.0160265921192758 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 1546665 7675736 "3" 0.12625 "" 6129071 34 0.0652723216187433 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 7725682 20051628 "4" 0.394375 "focal" 12325946 90 0.13126673056443 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 20155618 33840678 "3" -0.0325 "focal" 13685060 177 0.145740788072417 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 36354744 38193629 "4" 0.39375 "" 1838885 27 0.019583439829606 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 38293954 71068542 "3" 0.11375 "large_scale" 32774588 291 0.349037145899893 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 71109684 74413603 "2" -0.33 "" 3303919 54 0.035185505857295 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 74414176 87759476 "3" -0.09625 "focal" 13345300 125 0.142122470713525 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 87755960 88861563 "2" -0.643125 "" 1105603 20 0.0117742598509052 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2p" 88811186 91748986 "1" -0.86625 "" 2937800 53 0.0312864749733759 "del"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 94193659 95076900 "2" -0.43625 "" 883241 12 0.00595603197223798 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 95074906 96956815 "3" -0.16875 "" 1881909 49 0.0126904323653934 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 97081098 104757719 "2" -0.319375 "" 7676621 70 0.0517663923150686 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 105038069 113406872 "3" 0.11875 "" 8368803 107 0.0564340403551931 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 113432600 118015679 "4" 0.36625 "" 4583079 31 0.0309054550856363 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 118088452 189666437 "3" 0.0375 "large_scale" 71577985 450 0.482677737071049 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 189661519 196264204 "4" 0.37625 "" 6602685 48 0.0445244310019758 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 196639554 241804287 "3" 0.00625 "focal" 45164733 513 0.304563073686108 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "2q" 241808312 242130807 "1" -0.80125 "" 322495 13 0.00217470716473407 "del"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 109707 8693701 "4" 0.3825 "" 8583994 32 0.0944333773377338 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 8733802 15264515 "3" 0.0725 "" 6530713 111 0.0718450275027503 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 15254353 38137242 "4" 0.38375 "focal" 22882889 145 0.25173695269527 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 38125292 42596934 "3" 0.1025 "" 4471642 58 0.0491929812981298 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 42582115 44723831 "4" 0.45125 "" 2141716 47 0.0235612321232123 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 44729596 61251459 "3" -0.025 "focal" 16521863 320 0.181758668866887 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 61561569 71583978 "4" 0.5925 "focal" 10022409 50 0.110257524752475 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 70959226 87158363 "3" 0.08375 "focal" 16199137 49 0.178208327832783 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3p" 87227271 89482134 "4" 0.41625 "" 2254863 8 0.0248059735973597 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 91374236 111976517 "4" 0.39 "focal" 20602281 89 0.191835502248282 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 111979010 127622436 "3" 0.1175 "focal" 15643426 183 0.145661758695255 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 127620106 129277773 "4" 0.394375 "" 1657667 42 0.015435154073736 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 129277753 157587495 "3" 0.055 "focal" 28309742 260 0.263602538723226 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 158095905 175978570 "4" 0.348125 "focal" 17882665 102 0.166512146000376 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 177019340 186362234 "3" 0.095 "" 9342894 111 0.0869951615038383 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 186538441 191234605 "4" 0.413125 "" 4696164 50 0.0437277299334137 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 191267168 197646017 "3" 0.015 "" 6378849 119 0.0593958359116134 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "3q" 197649303 198222513 "4" 0.59625 "" 573210 15 0.00533737153879892 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4p" 53286 49561470 "3" -0.035 "large_scale" 49508184 369 0.99016368 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4q" 51843000 53928138 "3" -0.0575 "" 2085138 21 0.0148710524381723 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4q" 53986587 67724262 "2" -0.39125 "" 13737675 56 0.0979760981304687 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4q" 67725183 70704491 "3" -0.13 "" 2979308 29 0.0212482077912667 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4q" 70704204 76148485 "4" 0.46875 "" 5444281 51 0.0388282158011342 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4q" 76158737 184016382 "3" 0.0525 "large_scale" 107857645 614 0.769232873149296 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "4q" 184072403 190022665 "4" 0.5325 "" 5950262 57 0.0424368354626237 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5p" 92168 443160 "2" -0.44 "" 350992 12 0.00719245901639344 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5p" 443175 34008084 "3" -0.18875 "large_scale" 33564909 162 0.687805512295082 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5p" 34017858 45696498 "2" -0.36875 "focal" 11678640 114 0.239316393442623 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 50396192 55227315 "2" -0.39375 "" 4831123 31 0.0363958593128753 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 55231152 69178245 "3" -0.0675 "focal" 13947093 93 0.105072140504721 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 69186359 73090522 "2" -0.5675 "" 3904163 48 0.0294124921436554 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 72996920 103212799 "3" -0.07375 "focal" 30215879 214 0.227635040775998 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 103258763 115392370 "4" 0.308125 "" 12133607 50 0.0914100206783637 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 115520908 139384553 "3" 0.0925 "focal" 23863645 217 0.179779704659227 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 139387467 141969741 "4" 0.4125 "" 2582274 144 0.0194538787795913 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 141952419 147874331 "3" 0.07625 "" 5921912 42 0.0446134524033497 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 147922179 151270440 "4" 0.43875 "" 3348261 67 0.0252245360548235 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 151437046 163460102 "3" 0.110625 "" 12023056 76 0.0905771711229089 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 163460203 173164387 "4" 0.339375 "" 9704184 56 0.0731076637068142 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 173314723 176062021 "3" 0.1425 "" 2747298 20 0.0206971073803221 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 176058717 177263909 "2" -0.383125 "" 1205192 30 0.00907946216169673 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 177265580 180292099 "3" -0.140625 "" 3026519 82 0.0228006531259386 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "5q" 180292178 181324685 "2" -0.32125 "" 1032507 33 0.00777851847521972 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 285443 10692860 "3" -0.040625 "focal" 10407417 119 0.174037073578595 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 10671418 17557780 "4" 0.36625 "focal" 6886362 67 0.115156555183946 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 17530899 31546608 "3" 0.00625000000000001 "focal" 14015709 293 0.234376404682274 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 31536374 31660778 "4" 0.37625 "" 124404 21 0.00208033444816054 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 31658329 42727700 "3" 0.02 "focal" 11069371 295 0.185106538461538 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 42744498 43510346 "2" -0.325 "" 765848 39 0.0128068227424749 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6p" 43509702 58438364 "3" -0.11375 "focal" 14928662 130 0.249643177257525 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6q" 60353963 166465383 "3" 0.05875 "large_scale" 106111420 659 0.955907248923952 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6q" 166583009 170262733 "2" -0.3225 "" 3679724 56 0.0331488811066654 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "6q" 170167794 170584692 "3" 0.189375 "" 416898 13 0.00375563554103694 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7p" 19018 6939603 "2" -0.3575 "focal" 6920585 135 0.115151164725458 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7p" 6952438 37449223 "3" 0.015 "large_scale" 30496785 245 0.507434026622296 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7p" 37683766 41705834 "4" 0.3275 "" 4022068 49 0.066922928452579 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7p" 41693884 57419535 "3" 0.16875 "focal" 15725651 132 0.261658086522463 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 63900313 64736743 "3" -0.181875 "" 836430 16 0.00842784825133409 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 64794388 66420543 "2" -0.365 "" 1626155 40 0.0163850980633743 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 66376044 73005922 "3" -0.19 "" 6629878 53 0.0668024888022409 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 72969814 73672112 "2" -0.349375 "" 702298 23 0.00707633749532588 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 73680918 94656572 "3" -0.116875 "focal" 20975654 190 0.21135017740216 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 94656325 97970404 "4" 0.37625 "" 3314079 27 0.0333925790621248 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 97969005 102380633 "3" -0.10375 "" 4411628 136 0.0444514559799822 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 102375808 104208047 "2" -0.435 "" 1832239 46 0.0184615954140527 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 104328603 107629170 "3" 0.15625 "" 3300567 39 0.033256432480137 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 107603363 128625905 "4" 0.3725 "focal" 21022542 122 0.211822619744985 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 128651185 143391111 "3" -0.02625 "focal" 14739926 233 0.148519134373341 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 143390289 144380632 "4" 0.545625 "" 990343 28 0.00997867188021825 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "7q" 144451941 159144867 "3" -0.03125 "focal" 14692926 155 0.148045563521252 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8p" 202660 1958627 "4" 0.54625 "" 1755967 21 0.0388488274336283 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8p" 1810823 8386439 "3" 0.11625 "focal" 6575616 35 0.145478230088496 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8p" 8456715 24359014 "4" 0.49625 "large_scale" 15902299 173 0.351820774336283 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8p" 24384285 43202855 "3" 0.09375 "large_scale" 18818570 186 0.416340044247788 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8q" 47089572 78956082 "3" 0.00249999999999997 "focal" 31866510 200 0.318860765720277 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8q" 78835307 90003228 "4" 0.499375 "focal" 11167921 65 0.111747782909505 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8q" 90001405 101169629 "3" -0.12 "focal" 11168224 102 0.111750814769975 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8q" 101177878 108083642 "4" 0.388125 "" 6905764 52 0.0691000425501104 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8q" 108162787 143057816 "3" 0.06 "large_scale" 34895029 203 0.349164551335281 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "8q" 143157914 145066685 "2" -0.3825 "" 1908771 120 0.0190994301743322 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "9p" 14475 43045120 "3" 0.12 "large_scale" 43030645 370 1.0007126744186 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "9q" 60943311 67726255 "3" 0.20375 "" 6782944 40 0.0711039794792829 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "9q" 67832765 75147265 "4" 0.3025 "" 7314500 52 0.0766761538796745 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "9q" 75181520 128334072 "3" 0.04875 "large_scale" 53152552 487 0.557185488584237 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "9q" 128340527 131277365 "2" -0.415 "" 2936838 84 0.0307861702655924 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "9q" 131289459 137423211 "3" -0.15125 "" 6133752 183 0.0642986550292927 "neut"
"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "9q" 137423350 138252994 "2" -0.57125 "" 829644 17 0.00869695960207104 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10p" 46888 4089013 "3" 0.125625 "focal" 4042125 30 0.101560929648241 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10p" 4201141 5937594 "4" 0.4725 "" 1736453 35 0.043629472361809 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10p" 5934270 15088776 "3" -0.19 "focal" 9154506 80 0.230012713567839 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10p" 15095385 17617374 "2" -0.418125 "" 2521989 20 0.0633665577889447 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10p" 17641284 24953513 "1" -0.92625 "focal" 7312229 48 0.183724346733668 "del"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10p" 24981979 37976647 "2" -0.683125 "focal" 12994668 91 0.3264991959799 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10p" 38010650 38452153 "3" -0.025625 "" 441503 10 0.011093040201005 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10q" 42254072 52298423 "3" -0.065 "focal" 10044351 152 0.106857728502384 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10q" 51695486 63521850 "2" -0.74875 "focal" 11826364 42 0.125815833544882 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10q" 63222155 84219621 "3" 0.03875 "focal" 20997466 228 0.223383424281572 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10q" 84230666 91798309 "2" -0.415 "" 7567643 85 0.080509048429009 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10q" 91798426 101229463 "3" 0.05125 "focal" 9431037 146 0.100332932535107 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10q" 101229577 102573225 "4" 0.3625 "" 1343648 34 0.0142945196943806 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10q" 102642503 120909524 "3" -0.11875 "focal" 18267021 150 0.194335340388378 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "10q" 120879256 133642894 "4" 0.555625 "focal" 12763638 139 0.13578710701236 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 127204 299526 "3" 0.19125 "" 172322 13 0.00322700374531835 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 303655 1249676 "5" 0.9825 "" 946021 62 0.0177157490636704 "amp"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 1274371 2318204 "4" 0.61375 "" 1043833 31 0.0195474344569288 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 2328749 3642316 "3" -0.03 "" 1313567 35 0.0245986329588015 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 3645128 8001862 "2" -0.514375 "" 4356734 88 0.0815867790262172 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 8019244 9759533 "3" -0.28 "" 1740289 30 0.0325896816479401 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 9758268 12922925 "2" -0.3825 "" 3164657 34 0.0592632397003745 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 12961541 18046269 "3" -0.07375 "" 5084728 45 0.0952196254681648 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 18069935 43947206 "2" -0.52125 "large_scale" 25877271 142 0.48459308988764 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 44065925 45367577 "3" -0.08 "" 1301652 15 0.0243755056179775 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 45647689 47330031 "4" 0.46625 "" 1682342 38 0.031504531835206 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11p" 47270657 49434438 "3" 0.024375 "" 2163781 27 0.0405202434456929 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 55883297 59259486 "3" -0.19 "" 3376189 55 0.0413309905262088 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 59263389 61161615 "2" -0.611875 "" 1898226 47 0.0232379054675562 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 61143380 62575097 "3" 0.04125 "" 1431717 51 0.0175269458443269 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 62575045 64934475 "4" 0.753125 "" 2359430 107 0.0288839217760774 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 64934471 65212006 "3" 0.205 "" 277535 22 0.00339755755844574 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 65213840 65503008 "4" 0.4325 "" 289168 23 0.00353996765835169 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 65525077 66364804 "3" -0.02125 "" 839727 60 0.0102798595344045 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 66362521 66977009 "4" 0.535 "" 614488 27 0.00752250472543717 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 67006778 67683058 "5" 0.92375 "" 676280 37 0.00827895662033864 "amp"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 67711702 68030461 "4" 0.6275 "" 318759 13 0.0039022179176414 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 68030617 70188509 "3" -0.14625 "" 2157892 42 0.0264167123963089 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 70203296 72221950 "4" 0.49875 "" 2018654 46 0.0247121738000134 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 72223701 73662819 "3" 0.12625 "" 1439118 29 0.0176175481953459 "neut"
"NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "11q" 73675638 75732958 "4" 0.648125 "" 2057320 54 0.0251855193620321 "neut"
