GENE_ID	NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1	NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1	NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1	NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1	NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1	NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1	NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1	NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1
ENSG00000023839	150	132	186	273	147	140	79	126
ENSG00000023892	1686	1591	2703	4061	4921	1880	1591	2243
ENSG00000023902	6506	1198	4446	2380	5174	3564	6957	2325
ENSG00000023909	1323	9686	2285	3090	1901	2376	1751	1383
ENSG00000024048	4939	5288	5448	5393	6690	4219	3380	3963
ENSG00000024422	20469	12960	28776	15442	24460	20224	15454	6539
ENSG00000024526	25	30	65	958	97	33	14	185
ENSG00000024862	1826	2123	2183	1004	2182	1258	1419	850
ENSG00000025039	2367	622	2617	784	2384	1047	1009	1864
ENSG00000025156	780	1105	1518	843	1037	679	771	1245
ENSG00000025293	3657	3366	3659	1956	3879	4149	2753	2907
ENSG00000025423	8011	1480	4744	456	4818	2490	6534	5393
ENSG00000025434	2516	2731	2760	3017	4717	1869	1782	1375
ENSG00000025708	23382	36894	16448	36795	24146	17871	19511	14987
ENSG00000025770	13643	13396	6791	8277	7742	8033	8050	5857
ENSG00000025772	2233	2668	2134	2778	1527	1475	1546	1437
ENSG00000025796	7446	8591	9101	7355	9463	6372	5709	9511
ENSG00000025800	6308	7938	7353	11437	8610	7717	5507	6256
ENSG00000026025	110949	22197	125480	33330	185374	94786	131773	52622
ENSG00000026036	3519	5590	4743	9373	4725	4368	3715	9978
ENSG00000026103	3751	772	3905	2401	4872	4014	5658	2309
ENSG00000026297	3515	10426	4564	3688	6289	3813	3139	2167
ENSG00000026508	42764	23471	36594	27451	50648	22915	41783	17833
ENSG00000026559	19	4	37	19	53	16	22	6
ENSG00000026652	3368	1054	1770	373	2074	2323	1713	988
ENSG00000026751	826	381	1737	5752	4633	849	1612	602
ENSG00000026950	7428	2239	14877	3655	17465	8295	5552	4952
ENSG00000027001	792	1377	1476	1109	1023	837	690	827
ENSG00000027075	4192	1656	6960	1587	8327	6397	4703	2277
ENSG00000027644	2	19	20	10	19	25	30	8
ENSG00000027697	10853	6443	11432	7123	20276	13222	10204	7770
ENSG00000027847	1257	3157	1523	1642	1758	1087	947	2797
ENSG00000027869	779	283	721	764	1340	909	1142	214
ENSG00000028116	1584	1746	1696	2108	2252	1348	1102	1384
ENSG00000028137	5598	3167	8401	2784	12083	7057	6846	2349
ENSG00000028203	5737	6031	5676	7415	5261	5986	4775	4417
ENSG00000028277	654	191	1631	959	1194	684	879	540
ENSG00000028310	3701	6062	3713	5732	3688	3312	2651	3795
ENSG00000028528	14418	13924	14053	6469	17737	12996	10669	9361
ENSG00000028839	1314	921	1973	820	1601	1311	1132	935
ENSG00000029153	502	707	403	704	816	302	404	722
ENSG00000029363	9047	10250	10489	8664	11992	8917	8746	8287
ENSG00000029364	5544	6757	5329	3880	6144	4077	3337	5047
ENSG00000029534	68	1057	319	96	134	141	87	23
ENSG00000029559	0	2	2	26	0	42	0	116
ENSG00000029639	462	706	787	620	838	458	380	801
ENSG00000029725	5893	5858	4739	3518	5645	5319	4443	4115
ENSG00000029993	1029	55229	1937	16042	1772	3530	721	3329
ENSG00000030066	3549	3316	4227	6771	5105	4185	2717	3417
ENSG00000030110	1200	2316	1062	3148	1784	1183	1156	1527
ENSG00000030304	98	13	367	65	393	158	161	48
ENSG00000030419	619	747	977	933	1073	712	533	822
ENSG00000030582	58245	68456	45824	30959	70949	23841	23786	26790
ENSG00000031003	3497	3217	3603	1951	4424	3685	2473	2020
ENSG00000031081	8084	1799	13066	2194	12576	10226	7808	3258
ENSG00000031691	193	155	460	353	359	203	236	246
ENSG00000031698	7446	7925	7777	7185	8806	7269	8543	5705
ENSG00000031823	4523	4160	6426	2914	6304	3832	4177	5523
ENSG00000032219	2533	1555	2588	1556	3444	1955	1524	1560
ENSG00000032389	866	1822	1196	983	1193	804	1234	886
ENSG00000032444	17147	5848	16300	5013	18221	6546	7819	6243
ENSG00000032742	1171	1436	1966	966	1220	1229	943	547
ENSG00000033011	1459	3948	2024	2088	2091	1489	991	2038
ENSG00000033030	2936	2723	2711	3124	3252	2806	2466	2158
ENSG00000033050	3124	4969	2987	2889	3702	4125	2635	2222
ENSG00000033100	4270	13044	4702	4795	5142	3729	3131	6796
ENSG00000033122	34	35	34	12	46	45	28	27
ENSG00000033170	1608	7122	1786	2913	2091	1536	1050	3598
ENSG00000033178	3741	3027	3216	4650	4061	3527	2944	3666
ENSG00000033327	5708	2195	8068	3340	8802	5612	5212	2368
ENSG00000033627	12702	13804	8837	12003	9556	6475	6073	9042
ENSG00000033800	4622	3437	6788	2752	8731	4608	3399	3305
ENSG00000033867	1205	602	1417	2267	2876	1950	1686	1750
ENSG00000034053	447	581	796	1746	1039	1343	466	3806
ENSG00000034152	15477	7685	5244	4220	4853	9950	14836	4200
ENSG00000034239	292	20	4591	795	694	189	187	27
ENSG00000034510	53973	63760	42825	37372	57959	44966	43715	36369
ENSG00000034533	768	561	812	459	926	622	587	575
ENSG00000034677	11072	7688	8160	5989	9910	12335	7817	5869
ENSG00000034693	991	977	1320	847	1187	826	992	709
ENSG00000034713	5440	4966	6116	3456	5479	4203	4990	2673
ENSG00000034971	120	24	246	42	1497	111	644	9
ENSG00000035115	4497	7171	4058	2466	4537	3969	3461	4294
ENSG00000035141	1816	4798	1956	2868	2165	1995	1399	2107
ENSG00000035403	18394	8963	19478	14114	18180	20131	16691	10499
ENSG00000035499	21	16	60	436	74	34	22	130
ENSG00000035664	9108	1436	6465	619	7909	7265	8203	4394
ENSG00000035681	2392	2630	3020	2699	4200	2621	2112	1722
ENSG00000035687	3724	6727	4569	12113	4521	4190	3371	3741
ENSG00000035720	83	51	217	118	280	101	142	37
ENSG00000035862	27584	8323	48197	37077	49330	23678	25169	19649
ENSG00000035928	4568	3823	4577	3801	5165	3571	2539	2919
ENSG00000036054	2851	2726	3166	2822	3674	2699	2379	3577
ENSG00000036257	5168	5473	5837	4990	6154	5244	5239	3406
ENSG00000036448	1002	446	732	67	318	229	206	59
ENSG00000036473	21	3	73	2	36	42	20	3
ENSG00000036530	81	226	193	45	72	64	81	262
ENSG00000036549	1729	3249	2943	2394	3289	2435	1429	3002
ENSG00000036565	2	2	14	10	28	10	11	7
ENSG00000036672	482	362	1191	235	458	387	1049	272
ENSG00000036828	6	225	37	7	7	4	2	42
ENSG00000037042	1808	4452	2763	1871	2595	1768	1287	3691
ENSG00000037241	631	1031	597	635	717	463	609	454
ENSG00000037280	5577	1675	9675	2153	6660	6108	5442	1914
ENSG00000037474	4676	8501	5586	15355	6424	6472	4992	6920
ENSG00000037637	2397	2964	3422	1679	3903	2279	2028	2419
ENSG00000037749	2209	2248	2185	2090	3286	2546	1662	2344
ENSG00000037757	2993	3633	4190	2676	4223	2217	1391	3182
ENSG00000037897	871	1508	362	1448	571	918	924	1613
ENSG00000037965	8	14	2	3	1	96	2	28
ENSG00000038002	1260	7272	1337	1544	1690	1142	816	1016
ENSG00000038210	2927	4673	3354	4040	3557	2629	2192	5015
ENSG00000038219	3073	2878	3615	2702	4526	2949	2092	2559
ENSG00000038274	4944	4412	8499	4150	8739	5011	4603	4176
ENSG00000038295	339	120	719	139	524	637	509	161
ENSG00000038358	8688	9644	6598	7107	7420	10520	7814	3995
ENSG00000038382	7387	14858	8715	19860	11952	7763	5333	15839
ENSG00000038427	2877	1718	4138	10471	5828	4260	3692	13965
ENSG00000038532	3719	5834	4814	2275	5374	3634	2484	4943
ENSG00000038945	23657	964	13052	2633	16595	5186	8719	2270
ENSG00000039068	17001	20959	13348	46572	13403	13500	12628	14131
ENSG00000039123	3634	4482	5236	4733	5755	4340	3341	3430
ENSG00000039139	881	9352	4373	3925	1311	1219	173	1405
ENSG00000039319	4058	4868	4553	4001	4760	3942	2856	6145
ENSG00000039523	14830	4333	17447	4877	14010	12498	15567	2672
ENSG00000039537	136	259	2879	498	530	152	94	46
ENSG00000039560	8648	10472	5464	16832	6097	9188	4848	11942
ENSG00000039600	9	46	19	23	31	8	9	9
ENSG00000039650	2981	5998	4393	2882	4350	3245	2237	3316
ENSG00000039987	2	7	6	5	10	4	7	2
ENSG00000040199	1397	701	1280	1351	1175	1280	953	512
ENSG00000040275	417	604	583	651	611	393	246	567
ENSG00000040341	2413	3182	2736	3006	3061	4079	1653	2840
ENSG00000040487	1144	2370	1243	1178	1409	1207	891	1118
ENSG00000040531	2609	9230	3290	2032	3446	2664	1884	3528
ENSG00000040608	276	753	379	933	522	235	170	621
ENSG00000040633	1927	4767	1772	2087	1807	2150	1295	1639
ENSG00000040731	17	2	47	6	120	116	39	16
ENSG00000040933	3607	3537	3999	6105	5704	3664	2294	4710
ENSG00000041353	1389	3891	1847	12259	2669	1166	1139	1630
ENSG00000041357	5651	8960	5007	4764	5554	4233	4469	3892
ENSG00000041515	148	303	167	35	188	92	68	34
ENSG00000041802	3090	3389	3751	3084	3632	3615	2715	2661
ENSG00000041880	2132	5300	3071	1882	3430	1893	1903	2805
ENSG00000041982	4995	914	5864	14329	7951	4932	6334	14492
ENSG00000041988	2159	4599	2714	2677	3087	2270	1702	2449
ENSG00000042062	2034	232	1965	331	1128	1946	997	1050
ENSG00000042088	601	1098	920	761	931	611	432	546
ENSG00000042286	1211	7469	1769	1788	2174	2039	1085	1095
ENSG00000042304	0	0	0	0	0	0	0	0
ENSG00000042317	438	726	1054	590	707	560	347	707
ENSG00000042429	1752	1840	1972	2423	2599	2312	1304	1076
ENSG00000042445	5129	8421	4914	3003	5675	4000	3478	3130
ENSG00000042493	11632	11329	10426	12482	15396	6069	6270	4839
ENSG00000042753	3389	6472	2869	3346	3399	2145	2127	1991
ENSG00000042781	13	26	54	12	33	10	9	10
ENSG00000042813	0	0	8	4	0	0	0	2
ENSG00000042832	63	163	135	56	140	68	66	58
ENSG00000042980	270	2511	1505	1635	1783	529	422	1193
ENSG00000043039	8	130	110	472	21	98	15	351
ENSG00000043093	2461	3665	2399	1756	3060	2014	1729	2281
ENSG00000043143	3529	6344	7219	2971	10548	4376	3129	2479
ENSG00000043355	1	1	11	247	2	2	0	166
ENSG00000043462	3959	655	4993	3403	10852	4983	5941	1617
ENSG00000043514	841	1770	1684	1195	1639	1243	764	1682
ENSG00000043591	4202	49	2879	140	3093	8687	4434	228
ENSG00000044012	13	0	7	0	2	0	2	0
ENSG00000044090	3215	7870	6073	8870	5539	3278	1987	10777
ENSG00000044115	29367	45410	36395	33430	34282	30669	23665	13366
ENSG00000044446	2883	3602	3003	1781	3563	2901	1905	3898
ENSG00000044459	671	148	867	247	1040	718	569	598
ENSG00000044524	204	230	652	191	709	266	281	352
ENSG00000044574	21777	76135	24579	54220	26496	22365	19741	21558
ENSG00000046604	3810	8395	3005	25289	3953	2960	2206	4738
ENSG00000046647	1477	3482	1936	957	1298	976	1117	1472
ENSG00000046651	4489	8232	3855	2078	3295	3075	2106	4442
ENSG00000046653	2392	1619	5618	402	2997	1851	1909	806
ENSG00000046774	0	0	0	0	0	2	0	0
ENSG00000046889	3065	825	3209	352	3077	3530	2288	2492
ENSG00000047056	2663	3237	3411	2059	3829	2095	2295	1007
ENSG00000047188	3770	4070	3776	2600	4764	4260	2960	2439
ENSG00000047230	1948	2386	2421	3544	2033	1675	1254	2307
ENSG00000047249	2757	3774	3295	2843	3448	2863	1989	1433
ENSG00000047315	5377	8324	6963	9383	7499	5925	4340	3908
ENSG00000047346	2810	4152	3927	2646	4740	2724	2202	2311
ENSG00000047365	5651	1504	3900	1822	5511	4876	5034	998
ENSG00000047410	8465	18319	8825	12807	9968	7797	5588	6661
ENSG00000047457	1138	24568	10079	3337	4190	4987	1062	1496
ENSG00000047578	2310	3557	5653	2250	4030	2293	2022	4010
ENSG00000047579	837	1227	1384	950	1642	1004	939	1450
ENSG00000047597	192	619	327	42	356	363	154	552
ENSG00000047617	354	91	474	37	519	608	340	57
ENSG00000047621	1304	1297	1390	1857	1920	1273	1056	1275
ENSG00000047634	2395	859	1920	417	2284	1755	2123	1375
ENSG00000047644	16760	12701	13111	3915	13286	12953	9697	8349
ENSG00000047648	2021	356	3692	341	3755	2682	2147	644
ENSG00000047662	1154	2432	2064	854	2126	1795	754	1342
ENSG00000047849	19345	19779	31797	18884	31183	22091	18234	12246
ENSG00000047932	3066	3125	4207	2685	4564	3034	1996	4324
ENSG00000047936	16301	12007	10365	2442	9635	5791	9102	9511
ENSG00000048028	1596	2946	2549	3478	2691	1858	911	1478
ENSG00000048052	279	107	1058	1144	655	328	325	424
ENSG00000048140	2805	5800	3066	3948	4013	2598	2228	3461
ENSG00000048162	1306	1543	920	1571	1139	1501	1760	790
ENSG00000048342	1070	1012	3394	1286	2037	1454	908	930
ENSG00000048392	4021	4550	3977	2778	4725	4259	2228	3639
ENSG00000048405	1918	1428	1711	2023	2318	2198	1721	654
ENSG00000048462	25	22	49	93	82	9	58	51
ENSG00000048471	2440	3901	3826	1814	4536	2464	2264	2255
ENSG00000048540	8819	18288	8893	12339	8919	8261	4881	5831
ENSG00000048544	2395	3450	2646	5238	2501	2043	1693	1859
ENSG00000048545	3	2	4	7	3	1	1	15
ENSG00000048649	3041	2737	3823	4770	4550	3136	2041	1912
ENSG00000048707	7398	6845	6935	3563	8778	6428	4436	4904
ENSG00000048740	12520	8871	10872	4042	17478	8463	9128	5150
ENSG00000048828	11457	20103	14763	19356	18090	13967	8167	11608
ENSG00000048991	1210	1719	1702	3421	2133	1485	961	1704
ENSG00000049089	953	2737	1626	1927	1763	1374	801	3197
ENSG00000049130	4938	2024	9024	5247	8823	5607	4086	7949
ENSG00000049167	734	835	1108	712	987	700	505	772
ENSG00000049192	264	188	301	78	365	375	169	185
ENSG00000049239	11849	23369	17897	8554	17668	9367	8316	7842
ENSG00000049245	10445	7797	12868	6131	11083	8547	8239	4834
ENSG00000049246	6218	3453	7394	2086	2753	2330	2070	3217
ENSG00000049247	952	471	1215	252	389	358	280	472
ENSG00000049249	1232	111	123	483	337	226	713	214
ENSG00000049283	85	4363	490	3563	277	391	37	388
ENSG00000049323	2655	2088	8256	1843	9836	4162	3466	7198
ENSG00000049449	6017	6161	6801	17491	8272	6646	5780	6184
ENSG00000049540	11979	4096	30230	3426	27495	34616	9456	53075
ENSG00000049541	1105	1410	1232	1345	1390	1096	1226	909
ENSG00000049618	5734	6957	8158	4773	9731	6101	4227	6421
ENSG00000049656	8909	23157	9486	26661	10043	7447	7443	14607
ENSG00000049759	27566	37834	14618	9778	15888	15343	17535	6135
ENSG00000049768	75	111	188	441	301	70	89	197
ENSG00000049769	536	487	784	196	821	528	467	615
ENSG00000049860	9767	11561	9678	6869	13852	6195	5784	6183
ENSG00000049883	402	1168	816	1013	1024	584	243	578
ENSG00000050030	69	534	137	38	97	29	54	5
ENSG00000050130	2859	3612	3607	2484	3860	2334	2662	2342
ENSG00000050165	12090	4344	18692	4430	20555	14597	12189	12637
ENSG00000050327	3026	3438	938	1717	1712	1973	1271	787
ENSG00000050344	1891	8073	1605	750	3204	1996	1398	2192
ENSG00000050393	3129	4091	4027	2956	3612	2627	2175	2684
ENSG00000050405	10268	6146	13526	9842	12490	9765	7527	8651
ENSG00000050426	3411	6381	5087	7849	5015	3032	2432	6383
ENSG00000050438	947	103	1860	1509	1069	348	708	997
ENSG00000050555	6352	1292	9881	1658	7377	9491	4469	2907
ENSG00000050628	260	213	457	62	138	69	85	142
ENSG00000050730	2229	34	163	209	153	227	238	243
ENSG00000050748	3687	4800	4220	3356	4441	3715	2898	2873
ENSG00000050767	89	138	376	54	418	305	260	109
ENSG00000050820	7828	9258	7810	7928	6252	7261	8165	3945
ENSG00000051009	5161	10159	7428	4895	6224	5730	3926	4439
ENSG00000051108	5806	6735	11143	6876	16101	8107	7861	7007
ENSG00000051128	1199	1534	1784	2038	1553	1277	880	2368
ENSG00000051180	77	70	77	484	116	64	49	98
ENSG00000051341	52	42	96	527	113	50	27	192
ENSG00000051382	2539	2174	2671	2145	3290	2287	1472	2472
ENSG00000051523	14871	36175	14075	15323	19296	8992	10744	4397
ENSG00000051596	271	686	422	475	453	326	316	563
ENSG00000051620	3095	8777	4097	3127	4165	3277	2781	3118
ENSG00000051825	510	983	805	2059	1046	592	282	1018
ENSG00000052126	2115	1524	3993	7847	3699	2443	1843	4276
ENSG00000052344	10601	20222	7849	12601	7084	6043	5701	17601
ENSG00000052723	1943	3204	2266	3015	2829	2034	1263	2280
ENSG00000052749	4321	4628	2062	9376	1872	4870	4342	2717
ENSG00000052795	8010	2362	5722	7455	5778	6441	4132	4709
ENSG00000052802	11595	5152	8836	6980	7575	6689	8161	1158
ENSG00000052841	7465	8413	7414	8107	8796	6496	5360	5532
ENSG00000052850	6	0	9	9	12	3	1	21
ENSG00000053108	225	31	392	102	473	1462	227	1024
ENSG00000053254	7653	4223	9105	3506	11323	8517	5561	4985
ENSG00000053328	130	47	248	52	265	184	145	485
ENSG00000053371	1707	3686	2877	1922	2557	1696	1732	1808
ENSG00000053372	1392	2667	1490	2531	1444	1983	1480	1482
ENSG00000053438	139	209	218	193	188	209	45	327
ENSG00000053501	1078	1115	1211	1035	1300	907	1091	1404
ENSG00000053524	2430	510	1146	639	1564	1189	2067	678
ENSG00000053702	283	632	738	284	917	425	199	478
ENSG00000053747	17781	5413	11022	5585	16634	14240	10948	9652
ENSG00000053770	2377	3315	2896	1676	3243	2085	1915	2335
ENSG00000053900	2143	2997	3549	1656	3893	2453	1819	2185
ENSG00000053918	3854	9953	3586	828	3248	1738	2367	1271
ENSG00000054116	3341	4632	3288	3255	3289	2618	2757	3467
ENSG00000054118	9985	17087	13530	12530	13411	11039	8153	8114
ENSG00000054148	2723	18244	3160	4266	3533	3115	2318	2678
ENSG00000054179	58	312	216	133	143	37	49	61
ENSG00000054219	1596	1152	2375	1349	3601	1327	1092	1594
ENSG00000054267	3120	4886	3441	4559	4154	3830	2889	3245
ENSG00000054277	5571	3359	2299	706	1907	2138	1673	1325
ENSG00000054282	2350	3746	2437	2313	2645	1879	1470	1477
ENSG00000054356	3	12	20	14	13	8	5	9
ENSG00000054392	551	2174	918	282	770	552	371	735
ENSG00000054523	6638	5837	4584	4565	6166	6400	4210	3412
ENSG00000054598	337	194	1364	572	1024	934	1389	429
ENSG00000054611	2834	4089	3864	4193	4100	2428	2108	2999
ENSG00000054654	10730	8587	15357	7911	15452	15321	8019	10049
ENSG00000054690	1412	1078	1703	539	993	620	721	225
ENSG00000054793	4760	3944	7411	10319	5987	3506	2839	12808
ENSG00000054796	0	0	0	0	0	0	0	0
ENSG00000054803	18	30	79	60	209	217	99	106
ENSG00000054938	76	491	90	174	48	75	52	137
ENSG00000054965	3762	3824	5894	4702	6859	3592	3076	3798
ENSG00000054967	1625	747	1876	2370	2447	2034	2199	1413
ENSG00000054983	5013	3029	5675	1205	6142	3888	3086	2362
ENSG00000055044	3669	3929	3265	7018	4019	5111	4012	2859
ENSG00000055070	9443	11977	9686	9141	11602	7429	8604	6242
ENSG00000055118	489	2548	940	332	842	610	465	51
ENSG00000055130	5783	5781	5504	4961	6437	4900	5451	2908
ENSG00000055147	1408	1501	1847	1158	2135	1505	1208	1298
ENSG00000055163	3369	6749	4114	1812	5611	2290	2908	4709
ENSG00000055208	6456	7054	7656	4351	9664	6690	4788	5475
ENSG00000055211	4114	4136	4852	2525	4567	3302	4109	2497
ENSG00000055332	5536	4244	6230	5383	7256	5423	3470	3971
ENSG00000055483	8977	7871	6108	8541	6638	7695	6622	8103
ENSG00000055609	7301	7833	6537	5552	9790	7103	4639	5553
ENSG00000055732	1444	177	1440	106	2046	1244	1374	1578
ENSG00000055813	2080	228	2678	138	2920	2785	1591	358
ENSG00000055917	9029	12683	11689	7624	13907	10474	6409	7845
ENSG00000055950	2732	5301	3559	3623	3009	2106	2070	1927
ENSG00000055955	1662	785	2806	482	1772	960	1037	554
ENSG00000055957	2	5	18	12	10	4	4	12
ENSG00000056050	888	1184	976	730	1042	685	689	540
ENSG00000056097	4397	6065	6596	8007	7333	5726	3933	5399
ENSG00000056277	348	1059	490	673	612	476	285	434
ENSG00000056291	4	0	18	1	2	0	0	14
ENSG00000056487	1	11	31	10	18	10	4	45
ENSG00000056558	2712	1784	2818	1845	4856	2243	2047	3285
ENSG00000056586	4862	3516	3836	3893	5181	4225	3115	2408
ENSG00000056736	608	459	753	471	1119	462	340	449
ENSG00000056972	2387	1939	2494	1550	2322	1707	2816	1557
ENSG00000056998	129	4391	383	1074	100	323	34	321
ENSG00000057019	4896	7034	4141	6489	4453	3153	2618	7790
ENSG00000057149	6	0	90	2298	3	0	35	1
ENSG00000057252	4795	5115	5533	11483	7983	4108	3316	4526
ENSG00000057294	145	89	388	175	384	317	128	1414
ENSG00000057468	21	12	40	7	85	51	24	46
ENSG00000057593	19	45	34	7	21	21	13	8
ENSG00000057608	11808	14764	14083	29539	16917	10953	9113	8849
ENSG00000057657	1931	907	1886	1313	7326	2792	3172	1337
ENSG00000057663	2376	2748	2850	1868	2819	2033	1904	2147
ENSG00000057704	1421	781	1806	364	2196	1688	734	798
ENSG00000057757	3014	5315	3397	2348	3669	3342	3007	2428
ENSG00000057935	2023	3675	3309	2968	2793	2070	1670	2656
ENSG00000058056	7043	3170	2059	2877	2381	3509	2888	4075
ENSG00000058063	3978	4120	4523	2735	5567	3543	3069	3420
ENSG00000058085	13714	7203	10302	8877	8536	7262	9494	5000
ENSG00000058091	2211	1891	2984	736	3525	2167	1625	1660
ENSG00000058262	18271	36060	18287	22499	19628	14476	13739	26872
ENSG00000058272	5263	3073	6345	4052	7537	6563	4263	4096
ENSG00000058335	2645	451	5057	507	3692	1263	1566	4276
ENSG00000058404	19	4	78	40	49	114	14	19
ENSG00000058453	3345	6974	10621	3663	6458	4308	2809	4520
ENSG00000058600	2494	4082	2833	3637	3236	3476	2298	4211
ENSG00000058668	31758	78628	17129	14965	25881	20867	17628	11946
ENSG00000058673	12177	33379	12448	13101	15022	12601	8262	15348
ENSG00000058729	1130	1326	1424	1085	1622	1217	1129	1032
ENSG00000058799	1710	3385	1652	1344	1798	1284	1334	1274
ENSG00000058804	1045	1247	1363	1781	1559	1028	757	1280
ENSG00000058866	595	238	635	104	904	950	448	117
ENSG00000059122	6117	12563	7245	2080	7206	4356	3460	4188
ENSG00000059145	1627	6539	5194	2013	4920	1962	1353	4233
ENSG00000059377	1795	2475	2630	1133	4386	2065	1802	914
ENSG00000059378	5404	3133	6306	3797	7950	4716	4509	2425
ENSG00000059573	1683	8081	2686	8550	2943	2587	1578	5698
ENSG00000059588	2946	9131	2796	2513	3056	3628	2165	3863
ENSG00000059691	598	1181	905	1173	954	657	594	697
ENSG00000059728	2492	1265	1889	1874	3714	3193	2318	2500
ENSG00000059758	5005	1871	5131	3749	4586	6358	6979	2452
ENSG00000059769	892	1362	730	1177	764	925	834	735
ENSG00000059804	22038	2007	10847	3285	26512	42269	34125	5728
ENSG00000059915	267	613	436	155	221	122	196	713
ENSG00000060069	2160	3220	2699	3123	2902	2005	2060	1733
ENSG00000060138	24306	16989	15655	15855	18062	21115	38317	9106
ENSG00000060140	134	1172	261	506	493	349	78	72
ENSG00000060237	24858	26290	20530	24134	25922	21140	11969	18688
ENSG00000060303	0	0	1	0	0	1	0	1
ENSG00000060339	4644	6954	5130	6298	5943	5150	3047	5638
ENSG00000060491	7612	6126	8834	6387	10459	8828	5454	8130
ENSG00000060558	2011	1219	1423	3161	1846	1562	1811	1209
ENSG00000060566	0	3	8	4	15	8	0	1
ENSG00000060642	942	1432	1609	1090	1503	782	702	846
ENSG00000060656	4464	12702	8278	8616	6214	4869	3743	4390
ENSG00000060688	2029	2602	2112	2680	2278	1942	1725	1364
ENSG00000060709	80	53	41	29	23	121	50	25
ENSG00000060718	16	88	38	1951	21	14	28	906
ENSG00000060749	1468	2785	2197	2994	2601	1747	1057	1944
ENSG00000060762	2678	2118	2909	3861	2866	2155	2469	1375
ENSG00000060971	4694	9510	6086	4139	6136	4321	3983	3554
ENSG00000060982	3160	1501	1951	10177	4647	13790	2105	17246
ENSG00000061273	14422	11650	20436	8131	17812	14182	12197	22053
ENSG00000061337	1099	668	1075	791	2003	2214	818	992
ENSG00000061455	881	458	2383	361	2016	577	573	1122
ENSG00000061492	0	0	0	1	1	0	0	0
ENSG00000061656	473	1006	231	940	351	295	416	463
ENSG00000061676	10823	18075	12704	63753	12055	12849	9077	7603
ENSG00000061794	1961	4388	2259	4269	2348	2152	1665	1668
ENSG00000061918	1809	404	3714	1855	2948	2641	1159	1369
ENSG00000061936	4870	6573	5952	4148	5746	4519	4414	5326
ENSG00000061938	6039	17597	11091	5098	11895	7053	4354	6392
ENSG00000061987	5642	4320	5024	3471	5975	5001	3618	8428
ENSG00000062038	363	1655	1261	23349	1162	485	247	1152
ENSG00000062096	3	0	22	0	13	10	5	1
ENSG00000062194	9259	6479	7701	4827	7889	6853	7185	4740
ENSG00000062282	710	764	482	454	415	358	763	662
